approval_id,post_id,manager_id,approval_status,remarks,approval_date
ce0f1d48-2ed1-4655-a3eb-291dfba868a1,4844bcda-cb6b-48e7-995a-0445a611c07b,36bb76af-b98b-42ea-a7cd-e5eb0ec10d3f,request_edit,Please shorten the caption.,2026-05-11 00:34:43
56a252b4-7de3-493a-ac5c-c3771912fdfa,b0563c12-9c37-4b05-bc0e-9876ab2bfac5,2a60c205-775f-4563-a0bd-f42ad5cda88b,approved,Perfect timing. Scheduled.,2026-02-07 02:14:28
95c4a54a-8717-4b52-bdc8-e16e98ceae5c,702d8c8e-9ea4-4350-baca-d0b1a26d7765,6ac0a79b-5eb4-48d3-bcac-a0406d112aa3,request_edit,Please shorten the caption.,2026-01-24 10:10:37
f494f90b-94f1-43fc-9545-e7864e0af66c,0b4e84dd-1d40-4495-abb6-ff313d14b1d1,b726d95d-3e30-450e-85b8-483fd961fb21,request_edit,Add a CTA at the end.,2026-04-19 18:52:02
3e3cab1a-2739-4f66-bf4c-bf2f79b53ecd,dfbeda84-fbdf-419d-9f45-28810155dc1d,02acf66a-1031-4d9e-811b-9a2d712d6f8d,approved,Well done. Go ahead.,2026-03-22 17:31:11
28d3ab11-49ba-4d57-8ed2-cf68fc096159,6052327c-a37d-464a-b0ab-6f682fc7bd9c,8dfa738a-8a11-4004-9ea5-063ed650143b,request_edit,Change the hashtags to be more specific.,2026-02-23 21:26:21
44130edd-4a63-4db0-8106-d6577c149347,90fdc664-03a0-4e49-b9f4-591896ebad6a,55710fd8-b5eb-45d5-b85c-dba07a72913c,request_edit,Please shorten the caption.,2026-03-13 07:38:25
aff64ac1-5401-42ee-81d3-9c4ebb4094c4,0ebb25c7-4e2e-4e43-8a09-9c60b7f19083,b726d95d-3e30-450e-85b8-483fd961fb21,approved,Well done. Go ahead.,2026-05-02 15:54:21
e74c92be-5464-42ca-acb2-a6157e9f8ed7,06b4e9b5-dc48-46ac-afa1-1e05851a038f,36bb76af-b98b-42ea-a7cd-e5eb0ec10d3f,rejected,Hashtags are irrelevant.,2026-05-22 01:39:54
0d4eb502-7d79-416a-a6ce-349c5f814db0,7e30b8bf-dcd2-46ab-922a-d7f7dec4e8e3,b726d95d-3e30-450e-85b8-483fd961fb21,rejected,Hashtags are irrelevant.,2026-03-11 19:12:11
56146769-9923-4900-87c9-1e51e320db65,258a3a87-7cd1-4cbd-8620-5234d29e7694,cf908504-955b-406c-a11f-381acbcdbb83,request_edit,Tone needs to be more professional.,2026-01-25 09:00:13
67aa43bb-7ed9-456f-b0d6-ebec3258c78a,f38adbe6-a606-40e3-a6ed-1bacf2e0d86a,6ac0a79b-5eb4-48d3-bcac-a0406d112aa3,approved,Content is on-brand. Approved.,2026-04-26 14:39:02
97cd0236-76a2-42f4-a1af-578ffd0d5dd0,702d8c8e-9ea4-4350-baca-d0b1a26d7765,1ba49f35-6dbf-43b0-bf29-43c87362ee82,approved,Perfect timing. Scheduled.,2026-04-13 17:45:46
a27b6afe-67c0-4fc7-aec2-665515275b8c,788d14f2-ff4c-47bd-9a98-f606b40a2080,243f5258-7384-4c21-afce-cbe3ca1e1d4d,rejected,Caption is too long for this platform.,2026-02-20 10:40:09
db8edac3-d1a2-4416-87c9-a84c6db6b2b6,398267a5-74c2-46ae-850e-231ea4336734,b726d95d-3e30-450e-85b8-483fd961fb21,request_edit,Tone needs to be more professional.,2026-02-20 07:52:12
2e4f2a73-2218-45fe-b8b4-766c538a0e0a,35a37842-1cf2-4b4c-a8b7-47896e79c903,1ba49f35-6dbf-43b0-bf29-43c87362ee82,approved,Well done. Go ahead.,2026-03-02 21:59:16
bd168c00-d5af-4a63-83d7-cd75158a929e,1b61dd04-3018-47ae-8a5b-5987d957255f,cf908504-955b-406c-a11f-381acbcdbb83,approved,"Looks great, approved.",2026-01-01 14:43:04
8b79433d-3595-474a-bb05-8061fe1ce9ef,258a3a87-7cd1-4cbd-8620-5234d29e7694,cf908504-955b-406c-a11f-381acbcdbb83,approved,Content is on-brand. Approved.,2026-05-06 09:27:41
9bb6206e-ca71-4fe6-b1ae-b346787a6d5a,4f3eb56d-4ac5-4e7c-a1f4-6605681262f2,44c59837-bbaf-429a-b3c0-eae434bef011,approved,"Looks great, approved.",2026-04-15 16:50:48
60f01c37-d42a-4b8d-9363-d998ed15733a,1b61dd04-3018-47ae-8a5b-5987d957255f,02acf66a-1031-4d9e-811b-9a2d712d6f8d,request_edit,Add a CTA at the end.,2026-03-23 22:08:08
1ab170c5-0713-4b19-90ee-f6f084bf87d0,538fbe10-decd-4587-a186-a0a42ed5c345,6ac0a79b-5eb4-48d3-bcac-a0406d112aa3,approved,Well done. Go ahead.,2026-02-06 18:27:34
97af3558-810c-47a8-841e-dea90c9558c8,35a37842-1cf2-4b4c-a8b7-47896e79c903,5077012c-9ded-4fc4-bb23-3ab5ecf57245,approved,Well done. Go ahead.,2026-03-03 11:12:27
e48d9896-6ecf-4ee9-949b-16b56991d7a7,4ec58025-5ae4-4c13-894f-12116b948f88,44c59837-bbaf-429a-b3c0-eae434bef011,approved,"Looks great, approved.",2026-02-20 12:11:16
a7dc4330-a5fe-4260-af0e-e6a48d29f69b,468b8280-beb1-4ea2-84d0-716e92936635,41108c3b-b486-4918-80f7-a4d5e6a03e72,rejected,Too promotional. Rewrite.,2026-03-06 22:07:06
b1702e0e-860d-4926-b513-affd979677f4,90fdc664-03a0-4e49-b9f4-591896ebad6a,44c59837-bbaf-429a-b3c0-eae434bef011,approved,Perfect timing. Scheduled.,2026-02-16 04:48:50
52e1a6a1-d0cd-4ab0-b85a-607e7b9b959c,a655b2d4-5ecd-423a-acf8-d2ad592f0564,bd87888d-c59e-4e60-887a-c01bacfae572,request_edit,Change the hashtags to be more specific.,2026-03-04 07:02:32
04ef9d97-1e03-44a0-87e0-8ffc8a77c4ea,3ab30feb-3b7c-4946-8ab4-5df90e3a5ebc,8dfa738a-8a11-4004-9ea5-063ed650143b,request_edit,Add a CTA at the end.,2026-02-11 11:09:42
40984d2e-3171-4ecf-8784-06e4d242f01e,55c4016f-700f-4928-8ffa-9e8575a1b2ef,41108c3b-b486-4918-80f7-a4d5e6a03e72,approved,Content is on-brand. Approved.,2026-01-24 04:02:10
