schedule_id,post_id,buffer_update_id,scheduled_time,schedule_status,created_at
d1c8e379-e1aa-4009-ae86-3530684532e4,481c2bc9-1130-4baa-b79c-3f5ec680cfc4,746832b8-1ac3-4564-8339-0d0d2bcdb13d,2026-07-25 16:48:19,pending,2026-05-06 03:17:28
f2b4b406-f641-4564-a762-6648b313cdf9,d2b8df6d-c3f8-447c-84ce-16a1311668a7,66543609-1819-4505-a309-8f968aad7fff,2026-06-19 16:48:19,pending,2026-04-22 05:29:07
d19dd0c8-93ae-4120-aaa0-c4134d71c004,35a37842-1cf2-4b4c-a8b7-47896e79c903,835fadc3-f4be-48e3-b065-5d61bceaf26a,2026-07-08 16:48:19,sent,2026-04-03 06:23:19
8dec8c77-f42b-4633-bb06-8df61525c8e8,9a5ccf79-40b8-48c4-888b-d2c0a37676e8,c1565473-8609-42bd-b2fa-26425664c91b,2026-07-17 16:48:19,sent,2026-02-27 15:20:07
5cc49de7-4f3d-47f3-af69-aa16aca71b19,1c5ad4cd-d019-4895-9d6e-cd51cf3bbb22,6a294388-fa37-4e32-bb28-b35e5c6bea60,2026-06-29 16:48:19,sent,2026-04-17 08:40:45
d5c8389a-26cc-471e-abcd-29e13747fbab,5d99553a-2793-4e28-bfb5-72f303e7268d,a597b8ce-5da3-4cac-a3c5-1b7e8b22b1e6,2026-06-11 16:48:19,sent,2026-04-02 12:16:04
6abb6f73-066d-486b-9ec6-9eff542e751f,0b4e84dd-1d40-4495-abb6-ff313d14b1d1,da5f62db-521f-40de-9eeb-3cf10c0b8df9,2026-07-04 16:48:19,sent,2026-03-12 02:47:47
efe1e3dd-a026-42ab-bab5-11625db45ede,0ebb25c7-4e2e-4e43-8a09-9c60b7f19083,5975e08a-1e35-455b-b598-2064df83708f,2026-06-27 16:48:19,pending,2026-04-04 17:19:43
6935423a-2412-4aeb-8474-6940b3f651e9,dfbeda84-fbdf-419d-9f45-28810155dc1d,73ab9d51-ffb2-44e6-a26f-0f24af014735,2026-06-04 16:48:19,failed,2026-05-02 16:24:26
e3bdb290-2f2e-43d8-b264-506d9539ed3c,3022ee85-2e0d-4bfb-bd49-12d477834abb,0c5c7d14-6237-4591-9572-131b7b3509df,2026-06-18 16:48:19,sent,2026-03-17 02:40:26
566566c1-c1fc-4627-afed-5270f1f35fbf,3ab30feb-3b7c-4946-8ab4-5df90e3a5ebc,24a45e80-b2b3-4e72-aea6-fefb89e76973,2026-06-27 16:48:19,pending,2026-05-01 22:59:03
1e582ce7-ad38-45e2-b488-fe765d4321bb,d557c3e0-08b5-40ba-9236-c3d238c5d177,eb551777-2644-451c-be8f-0511c1e1bed6,2026-06-01 16:48:19,sent,2026-05-09 19:21:44
cf52b9ef-ec9f-4bef-925e-26d87b0366e4,1b8b0218-c228-4a4b-ad21-e84ca35b0813,,2026-07-21 16:48:19,sent,2026-03-08 10:24:14
cbbc9a24-62bc-41f0-9078-e1359a343bb4,3b87b33b-92b5-42f1-9325-a4844aa5839c,12e2b9e3-da21-43e1-ba87-88e48f31c798,2026-07-26 16:48:19,cancelled,2026-03-20 09:48:12
b1e284fe-325a-495d-83a8-654809ea89c0,1d546e9e-47d0-422f-ae8e-5490e2720ee1,f366bff2-2650-4b12-9615-734519b8b21c,2026-06-07 16:48:19,sent,2026-04-05 15:31:49
d900980d-c23b-42c1-9bd6-c5d0da40e2f9,2de3ac49-12b4-4db7-80b3-6ac25b28df17,acf6f241-b7c3-43ab-83b6-1cd79e8510dc,2026-07-18 16:48:19,sent,2026-03-15 02:47:39
60610c6f-838f-4805-a2c4-c954eece3860,1b61dd04-3018-47ae-8a5b-5987d957255f,552c4ff4-6210-4db0-9b74-81e6001e362c,2026-06-24 16:48:19,sent,2026-05-03 07:52:00
3a95ca3f-17e4-4d58-8f80-3f12769d73c0,f38adbe6-a606-40e3-a6ed-1bacf2e0d86a,3d9f31e5-67e4-4792-b3e7-3b3c19905f68,2026-06-25 16:48:19,sent,2026-04-02 07:21:30
66dd9919-1991-4536-a796-a1d69bc98b96,55c4016f-700f-4928-8ffa-9e8575a1b2ef,3aa946f1-4f47-4791-94a8-5c40fb9daabd,2026-06-10 16:48:19,sent,2026-04-30 08:02:09
20b34c47-ff9a-416a-95e2-1dfd310bb219,a655b2d4-5ecd-423a-acf8-d2ad592f0564,6678d604-ab21-4707-8236-5aa34f11bf00,2026-07-03 16:48:19,pending,2026-05-15 07:21:11
be749498-afbe-4141-8b8b-1cd9f1ac667f,6ad4adc5-606e-4353-810a-9d6d4d3b97d9,eb272454-9da5-4e58-9e62-c8cac9a3f586,2026-06-17 16:48:19,pending,2026-03-08 20:12:47
5167332a-c067-4b1b-b44c-df868c2dedf2,4f61ff60-b38d-4339-93a0-03ba7a092acb,755d484a-507e-440e-90b7-19dbf030d89f,2026-06-28 16:48:19,sent,2026-04-24 13:56:28
9abf20dd-f724-4efa-bf46-e590f515f49b,d7a7b741-66c7-4bcf-8dbc-b534942c7ee9,a2097282-017e-4b86-9170-b73b4474888b,2026-06-21 16:48:19,pending,2026-05-03 18:25:04
4f40d3b1-a84b-425e-b519-e3a588de0f81,6531b2aa-e763-4e93-bad0-589f6a2a8dc9,d5192843-59a0-46c5-8d20-39f1263d3ca0,2026-06-04 16:48:19,pending,2026-04-18 05:27:59
c73efcf6-62ef-44be-bbd6-965fbeed9a45,b22ee32d-06cf-459d-8d47-3b0b76ae096f,11ed4290-76eb-4ee3-8967-46bed8b08581,2026-07-06 16:48:19,pending,2026-04-07 21:06:15
61270fad-11d3-4ccb-868d-3a2460786d34,5b6c7626-1ee9-4a2d-afd7-8fff40246863,4218b315-688b-4fda-b102-05bc353c48ba,2026-07-12 16:48:19,pending,2026-05-14 22:28:25
fb769261-13fd-41e0-b7ca-851fac5da4d6,febde721-0e42-4105-99a6-91d8bfa9f2af,c1bef9d7-8d13-45ac-83b0-912462eb7b84,2026-07-04 16:48:19,pending,2026-04-02 16:48:50
f8ef7b9d-2248-4597-a9f6-17eba7dd8dd9,e34634ef-4ec9-4391-8b05-7a3eb8b441f0,ba6112fe-7b52-4952-b7f0-4775eb1c3447,2026-06-17 16:48:19,pending,2026-04-04 15:41:50
f7abaa13-02d9-4b16-8754-1e6590b8d1ce,4e129d03-5818-458b-8cae-33093a13d6c4,140c1003-770b-4b62-827e-35fa45b8e67e,2026-06-04 16:48:19,pending,2026-04-08 11:59:46
9d01cd94-03cd-49c9-a83e-b19cdbf1a261,b70bd831-fb1b-4817-a4d0-29887ad28196,50538e43-8f4b-44af-a077-c64b18b83b06,2026-06-06 16:48:19,pending,2026-04-27 20:07:59
ec465588-cd20-47f6-bacc-008efa70592a,fc582e4b-2fbf-4796-bd9a-9d1b1873eb2d,206da9e3-4daf-48e4-b9aa-dbc06d7aa4a8,2026-07-05 16:48:19,pending,2026-04-05 20:01:31
7cd99d1a-f9b8-4058-a5ee-e0fc2741a400,258a3a87-7cd1-4cbd-8620-5234d29e7694,9064b115-bf9b-42ca-9311-c5b77a0341b2,2026-06-24 16:48:19,pending,2026-04-08 15:49:57
296da9a5-b45b-40a2-ac23-1f9fbbd0bb36,7e5f3eed-0b5a-46a7-862a-84ed6868a0dc,40549164-7779-43e2-8488-030bac923183,2026-07-01 16:48:19,pending,2026-05-08 14:42:22
71504ad0-780d-44b6-b1c5-a0797a8400ef,8dc9dc76-ac22-4af5-b0af-a35d3a10055a,5df08a7a-ab24-4033-b55b-2267aaff77e1,2026-06-07 16:48:19,pending,2026-04-26 14:08:18
819bae14-1cee-421c-b243-e4bc8fb4df95,4ec58025-5ae4-4c13-894f-12116b948f88,4080f579-fabc-4688-a68c-56a3d823468d,2026-07-06 16:48:19,pending,2026-03-31 20:43:07
a5c9847d-c16f-45ee-b76a-cc76efd8b72d,4844bcda-cb6b-48e7-995a-0445a611c07b,c8c91bd0-a35d-4faa-b649-58aace1cfd15,2026-05-28 16:48:19,pending,2026-04-26 07:00:41
3b78e824-65b4-4a79-baf8-f809dfe7ee8d,787ad778-27ed-4173-bc31-fad3a2c19270,13a17cab-0a62-445d-875c-c8304dfa1e73,2026-07-08 16:48:19,pending,2026-04-26 21:40:57
a66d5078-c7c1-404d-b775-c90a07f04fdd,52f3c54e-38cd-4b12-85c8-3570e8c64bce,ffa49ff5-e8b8-402e-b952-06bad3d00a48,2026-06-02 16:48:19,pending,2026-05-01 01:24:30
