log_id,user_id,action,entity_name,entity_id,created_at
cabde0ea-e50f-43fa-89b3-b16b7016a87b,07f8f36c-dbf5-4011-96d8-bbef51f3a943,CREATE,content_drafts,c999e253-dbcd-47c7-8687-6f435b5edda1,2025-12-11 06:45:39
088e1159-519e-466f-a323-85d184581b85,4cb29695-59dc-4d1a-90d2-dcea9bb09e34,REJECT,approvals,373f8a68-3818-4cdc-a1d4-949d69856ebc,2026-04-29 02:56:20
f4d44bb0-2bef-4b7f-a76f-2a0d10bcd16c,6ac0a79b-5eb4-48d3-bcac-a0406d112aa3,REJECT,approvals,74ec69bc-48e2-4820-a2d3-477cdf0dbf6b,2026-03-24 05:44:32
c2d5f407-f7c8-4e87-b44c-58932f6831c8,44c59837-bbaf-429a-b3c0-eae434bef011,LOGOUT,users,aab4565a-a465-4634-bfb7-f71aa3834014,2026-02-19 08:33:18
8dffd6b2-2b56-4717-87f3-57a7301bb993,8caa078e-4345-450f-bc9c-d78d65803aec,CREATE,content_drafts,b2f624c9-dd05-4ce1-a33f-8df68b203c21,2026-02-11 12:28:18
709f8740-3f32-4483-a437-0f2b83b5502f,49245511-d102-4326-bb10-ec515e2d2229,APPROVE,approvals,e5a25e6b-14b4-4351-96ee-52c2686c663b,2026-03-08 22:17:11
74ee9f2b-2336-4da0-877e-8a6143a5f868,efe9443c-5c65-4aa8-a153-058e73ee8785,REJECT,approvals,ee5c107f-8c84-4364-bd1a-72308bc20d8b,2025-12-29 04:16:45
ff66df11-3954-4f0c-9a69-0b06e298c542,e04d32bb-4691-4426-996e-0d6f7538cdd1,SCHEDULE,scheduled_posts,f3051274-5d4e-40a4-a17b-b51dd903b312,2026-03-31 05:57:34
57ae26c3-6864-4be0-a3bb-7658569bde03,41108c3b-b486-4918-80f7-a4d5e6a03e72,SCHEDULE,scheduled_posts,8ca6043b-d7fa-4d9e-aa0c-bb5508cdf60b,2026-02-01 11:04:40
92c09175-7011-4fc5-a6bf-2dbe4c07f1a5,07f8f36c-dbf5-4011-96d8-bbef51f3a943,LOGIN,users,0b8e9b9a-540b-450a-9521-34114b03cd5c,2026-02-08 11:59:44
a8b0931b-fab9-4a1c-974e-a845bca44d0e,2a60c205-775f-4563-a0bd-f42ad5cda88b,DELETE,content_drafts,f55a630b-dfdd-4508-a798-cd509bfa0fd7,2026-01-08 03:06:06
5b552ef6-29e1-4206-94e9-6ee307833431,cf908504-955b-406c-a11f-381acbcdbb83,LOGOUT,users,645b4f67-c0e3-4e19-a9e0-8d3b3ae54070,2026-03-05 14:20:37
9fd560c0-52fe-4888-9e42-79a708ad6573,efe9443c-5c65-4aa8-a153-058e73ee8785,GENERATE,ai_generations,9a909ce2-6123-4588-a926-c21868581c27,2026-05-27 14:03:58
d5ba1755-d4e0-4449-97ca-f2bbea775a98,8dfa738a-8a11-4004-9ea5-063ed650143b,LOGIN,users,e03c39fb-2cc4-43ec-8c71-be5fff067e8c,2026-02-28 23:47:58
6f988247-8623-43cf-9d7e-252ed5e36d65,5ef30340-af76-4338-924f-0da30baeabab,SCHEDULE,scheduled_posts,2470d6d3-2fbb-42e4-bb79-8061e12d91d0,2026-01-07 09:29:23
a04db410-93d7-4143-a687-8ad55cc0b3ad,0c79f3ad-d237-44b6-92cd-d308bdc56731,DELETE,content_drafts,ca8f17a2-e3e6-4abc-ac41-c7a2b0b09d63,2025-11-21 11:13:23
849a609c-3164-4bfb-8fb6-cc45ac238b5d,44c59837-bbaf-429a-b3c0-eae434bef011,LOGIN,users,1909a20e-fc0b-46af-b194-40f82091b749,2026-04-29 23:57:53
2660b1b9-49b2-409c-a93a-35483e9aa930,3b8472d5-9aa6-4934-b2c4-4bbfb3edd4f6,SCHEDULE,scheduled_posts,8a3782a0-a317-49c4-ab83-56b6c0bf22f1,2025-12-16 08:56:01
18d76266-0efe-466c-b167-63f627e04c34,cf908504-955b-406c-a11f-381acbcdbb83,REJECT,approvals,a695e295-01bf-4372-a903-7cb8d520c922,2026-05-07 15:18:11
ef004776-8306-44a4-9eec-c87a5baa12fd,e04d32bb-4691-4426-996e-0d6f7538cdd1,LOGOUT,users,069a879d-5772-454a-9637-9415edb24fbc,2026-03-20 19:21:03
9e6657a6-35e5-4ba0-8031-a9667b02d9d7,f6ad0522-b115-40d7-a5cf-ecbb509defdb,APPROVE,approvals,7416b970-dc95-4a1d-b46a-94514d5eb8cd,2026-04-01 22:57:52
c5c512a5-716a-481a-979b-de2c60f064ae,6ac0a79b-5eb4-48d3-bcac-a0406d112aa3,DELETE,content_drafts,16fd99eb-fd10-4bed-8eea-1ce46df3d274,2026-05-27 04:39:25
2b6e5df4-9fb2-472a-b7bf-cb7eb0e8187c,3b8472d5-9aa6-4934-b2c4-4bbfb3edd4f6,LOGOUT,users,fc6d14f4-44a9-4ddf-89dd-a02a92c74bfa,2026-01-28 14:52:47
2b2f107c-1cf7-444f-9540-87bd686e6a32,fafc2d8e-47ad-434e-85de-09673e9ded8b,CREATE,content_drafts,862a4f3e-eedb-4d10-a63e-c0eafefcdf8b,2026-03-05 07:19:08
88f99f3f-1303-4663-b080-1091449f09c7,4cb29695-59dc-4d1a-90d2-dcea9bb09e34,REJECT,approvals,061e467e-2724-495d-8dc1-f910ab36972d,2026-01-16 08:00:25
60c2afbf-d88b-438a-8ad9-2d1523b3f6f3,41108c3b-b486-4918-80f7-a4d5e6a03e72,REJECT,approvals,25738a07-e7da-4109-93dc-bf243a74ea76,2026-03-25 23:07:55
f998e287-8f2e-4e1f-9933-eff22df875d4,58b00339-86d9-43e5-a4a7-9f6eb3713206,DELETE,content_drafts,e20bdc5d-c144-4f9a-be53-866d61dc72c5,2026-05-09 00:07:57
519500ee-b491-48d7-985d-a3e292d544c6,6fc71363-e48e-4bef-8256-6df2fbf593ad,LOGIN,users,cae474bc-936c-47d6-a38e-182d09804606,2026-02-18 03:54:59
cca7e463-778c-45c4-8bdb-69e02519ebf7,112250fc-f2c9-45d8-9327-ef6b4f48f76e,APPROVE,approvals,33d92f35-9117-45d0-b444-30cb434691a2,2026-04-25 19:52:15
fc887f7d-8cdc-46e5-89a6-440dcfeba947,2a9fdd9c-daef-4bb0-8cfa-f3674b4358fd,GENERATE,ai_generations,648e2cc7-a884-4941-b54c-8b626e0b016a,2025-12-14 22:15:26
370d09f2-634a-466c-b8d7-242d72ed9033,0c79f3ad-d237-44b6-92cd-d308bdc56731,DELETE,content_drafts,2249b6a8-4cea-4a86-8081-7b32cb2d8c52,2025-12-04 06:56:13
ea404803-1079-40ca-85b6-c91e037bebf1,3b8472d5-9aa6-4934-b2c4-4bbfb3edd4f6,GENERATE,ai_generations,db3f5ef1-abc5-4ddb-bb83-a9f893cb69b2,2026-04-10 06:48:45
679b7bcf-cc46-410d-b143-615cb81c6720,ba417948-8835-4463-8aa8-6f94a4d9606e,LOGIN,users,9b93c880-01d3-4200-b135-55ff2996708d,2026-03-19 14:05:29
f1ea51bc-447f-4002-b63c-b251f84b4d08,22a22bf7-a265-4c67-92fd-e4d53fd5d936,LOGIN,users,53ecde37-4b79-460d-8424-7f91ad767fdc,2025-12-23 08:46:45
79ccf7f7-6fcd-45de-ad6f-eb763cb1ed13,8caa078e-4345-450f-bc9c-d78d65803aec,SCHEDULE,scheduled_posts,ac3e3f66-814d-4164-97b2-772c5d97a1ab,2026-01-31 19:04:25
7e88c006-70c0-43a6-b5fa-6e78b5dd4baa,2a9fdd9c-daef-4bb0-8cfa-f3674b4358fd,LOGIN,users,dc823a53-b0a6-447a-8afe-a615b0d476e6,2026-01-22 00:52:51
4fbc43c6-eeb2-4c00-ac6a-fed9ac11fb31,36bb76af-b98b-42ea-a7cd-e5eb0ec10d3f,SCHEDULE,scheduled_posts,16da856b-783f-4caf-8b9d-1ef77cfb0c4b,2026-02-09 10:51:22
7ec60ed3-7313-4944-9f3c-97c63e4d40a3,803dc40b-3794-49f7-9a03-5535287ba70e,DELETE,content_drafts,a961d2db-15f7-442c-a801-d7c04bbb2046,2025-11-19 10:27:16
f6ef16d6-6aa6-4af7-bdb4-3e6bb7b13671,58b00339-86d9-43e5-a4a7-9f6eb3713206,UPDATE,posts,dc26a140-6dee-4845-bdc1-4c58d27b8f3f,2026-02-11 03:27:35
a0c1bff8-4d58-4306-87b9-44cf8bc72a45,a64b9a35-9042-4900-b2fa-5df61d6ac10b,GENERATE,ai_generations,e1c64a74-539e-47f5-9317-4cac07d0dabb,2025-12-02 15:55:18
8473887b-d3ce-406b-ae7e-b24dd5f76693,f6ad0522-b115-40d7-a5cf-ecbb509defdb,LOGOUT,users,aa975924-5447-4557-be47-210a8df9d986,2026-02-22 16:01:48
3424d8b1-f054-44d9-9358-5e4f7000fa9b,83570876-9cac-4946-996e-db4fc5026329,CREATE,content_drafts,af732eda-445b-4672-a44b-2f8bb430e65b,2026-05-01 20:52:52
0a70d327-d924-4554-9583-89a85456453c,243f5258-7384-4c21-afce-cbe3ca1e1d4d,APPROVE,approvals,96f8361b-e1c3-44cd-9e70-760aee563d6d,2026-05-26 04:04:29
536197c0-8d1d-49a7-ae4e-74ec5265d107,329386b5-1188-4f07-8f8e-83e72c1d8d43,LOGOUT,users,b69b4d4b-a8d3-44ae-8ba9-58ab087e8b93,2026-05-25 03:19:29
594f848e-4689-45f8-a537-b027228e697f,02acf66a-1031-4d9e-811b-9a2d712d6f8d,DELETE,content_drafts,94f24d6e-38af-44b0-b623-f4c4cbd677ba,2025-12-07 08:16:52
e0d5aed6-8f07-4f49-ae03-3f8d654f7eff,8caa078e-4345-450f-bc9c-d78d65803aec,APPROVE,approvals,ddf4e1ff-64fe-42d3-b547-0d70f5ccca6e,2026-04-13 11:43:22
b9167618-33f2-4e19-b0e8-07cf00b7630a,a4a4d4ec-a6c2-41d5-af99-685d6202c2e0,LOGIN,users,4134e4b9-1d14-4193-8388-fed4f9575cbd,2026-03-14 21:45:45
43153f48-e272-412e-bbe0-25ef0e218b0f,ba417948-8835-4463-8aa8-6f94a4d9606e,LOGIN,users,f63c54fe-3861-4a9d-a644-7993445dbbd6,2026-03-15 14:24:01
e44bf68f-167f-4265-af04-797e84388b3a,efe9443c-5c65-4aa8-a153-058e73ee8785,DELETE,content_drafts,bde2dc31-1aff-4c66-b663-7617e0cf8c2b,2026-01-02 09:44:20
eb808e99-4788-43ab-868e-ed4ab4a9eba3,1017f65f-d9f5-408c-82ca-85a9e07f2fad,APPROVE,approvals,62cb81f3-ee56-4e6e-b7db-27665ca0ab76,2026-03-03 22:56:38
54b0f071-0ffe-4388-ae71-b77af97cece0,cddc6141-ced4-49f2-9643-1cd932430d33,DELETE,content_drafts,030ae5f9-d98f-4db2-b022-bd04724f2c88,2026-04-14 17:49:03
abe964bb-d70d-4319-bc57-e6624d15efdd,55710fd8-b5eb-45d5-b85c-dba07a72913c,UPDATE,posts,a45d4913-37a1-452d-a966-f550911e4831,2025-12-04 13:57:13
c25ecc14-ea5e-457f-9221-17d1342776b6,9c39df6b-32e7-4786-b605-9f1a387b49bb,LOGOUT,users,1f119725-638a-4a34-bb23-f7ac60562360,2026-01-28 09:05:38
4ed7aa10-25bf-4a41-aeb4-03d9b08f7ea4,821a7c0b-bf7e-415d-96d8-98899be4dc01,LOGOUT,users,8b808372-ebb3-4a36-960c-a2f804884118,2025-11-09 15:13:01
068f1673-579c-4fab-969b-72bb7058c588,974a7fa3-5874-428f-b052-19c449db2ec1,REJECT,approvals,953dbd47-3916-4fd8-98a8-f84c496c4677,2026-04-03 19:58:07
9247b7de-ffff-456e-a4c4-d5e3d147e75f,efe9443c-5c65-4aa8-a153-058e73ee8785,LOGIN,users,b79499d9-661c-452d-a2e9-415801f813e0,2026-04-09 01:40:27
e457ef1e-c26b-4b39-b583-c79cf1439cba,cf908504-955b-406c-a11f-381acbcdbb83,REJECT,approvals,cf6fe748-1dbb-4057-b8f8-0ae6617d06f6,2025-11-12 06:48:09
a0ddce47-74c6-4dae-b0a1-4f5c1b5ca8ce,efe9443c-5c65-4aa8-a153-058e73ee8785,REJECT,approvals,cda78c39-23cc-47d4-aa02-24c85b4308d2,2025-12-23 22:52:50
1f0410f3-61e5-4fe1-8e6a-e10c4c3e66d4,2a9fdd9c-daef-4bb0-8cfa-f3674b4358fd,LOGIN,users,fc17bbad-178d-4326-9ce9-b170b959040c,2026-01-10 02:50:53
a78c0302-5ab7-4c6d-ae33-c757bec628f2,0c79f3ad-d237-44b6-92cd-d308bdc56731,LOGOUT,users,320b2a59-18c7-4407-be4b-f12dd10569f7,2026-02-17 08:49:13
6ab10ebc-37c5-4e1b-b59c-bfa55dadbb6f,c6f4d035-66fb-45f9-9858-6465fe024151,APPROVE,approvals,bd5b84cd-0c2f-4b98-ab54-bdb0c2597552,2025-11-21 18:10:58
68540934-1723-43eb-a70a-fb755c543228,7709fcaa-e978-4190-ad91-87718c970aaa,SCHEDULE,scheduled_posts,cb8073e9-6f11-4728-bd7b-14f67004aedf,2026-05-17 09:25:46
14b79438-cf2a-4254-ac03-673736733f9b,5077012c-9ded-4fc4-bb23-3ab5ecf57245,GENERATE,ai_generations,1e181300-c794-44d1-aded-b6e026217458,2026-03-07 23:22:51
044b4dbf-436d-4b7a-9c82-ee17e8bef158,329386b5-1188-4f07-8f8e-83e72c1d8d43,LOGOUT,users,4e8a13d8-bcad-4fd8-b9c9-133dac582972,2026-05-05 07:04:50
d454dcc9-5096-4d6a-a354-f4a3c15ccfc3,49245511-d102-4326-bb10-ec515e2d2229,LOGIN,users,0e39ae92-bf96-41c4-a7b5-cf7218fae9ab,2026-05-26 22:16:19
90b6b012-6edd-47bc-9965-fead43acd5e5,a4a4d4ec-a6c2-41d5-af99-685d6202c2e0,LOGIN,users,3f6f5a12-a737-4a64-a296-ee417cd826c1,2026-04-07 17:21:36
fa10e885-e24a-474f-b389-d316ffecf466,cddc6141-ced4-49f2-9643-1cd932430d33,LOGOUT,users,d324362e-0a8f-4f43-8144-29977bc14e6d,2025-11-12 12:36:14
27ef0e23-3ecc-439a-ad46-1b71a11f171d,22a22bf7-a265-4c67-92fd-e4d53fd5d936,APPROVE,approvals,1b0c98d0-8dfb-4e88-9886-5b992d27e4bc,2025-12-20 22:31:06
0d017368-5899-4371-92e6-b0e583164cba,b726d95d-3e30-450e-85b8-483fd961fb21,GENERATE,ai_generations,e76f7de9-6fc1-4915-a564-5a8230c21842,2025-12-12 11:55:55
aeb7b2f2-6e5c-431f-b36e-78ffc624d3df,2bb247ed-81e7-4716-8d5f-7a3c2132a1ea,CREATE,content_drafts,2fd86e19-a51c-4c00-a1da-99ccd30756dc,2026-01-22 17:43:44
