account_id,client_id,platform,account_name,connected_status,buffer_profile_id,connected_at
85af5dab-378e-4d91-9cd6-3b94a8d1324a,ccca073b-2ff5-4529-8eda-70e6de1be41b,twitter,@ronaldstephens,1,8fa7e64a-86c4-43bc-b112-6957770ec232,2025-08-15 10:21:56
b83d842c-66a0-4d3a-89ad-65ed7f772784,be527e58-5060-4b1a-a17d-a8e767bca837,facebook,@rebekahserrano,1,3942e1a5-ca9b-496d-bf6b-6a666121f46a,2025-09-07 15:18:36
eeadf2c3-469c-454a-8629-41c0b9eb09ae,be527e58-5060-4b1a-a17d-a8e767bca837,tiktok,@brownlaura,1,,2026-04-13 19:13:32
039dd709-6141-4b71-9982-804b261cfe4f,75905a97-dbd8-4178-bb81-a4c9c38fd0fa,tiktok,@scott74,1,b5981538-7d82-4760-a7b9-845a7aca4103,2026-01-07 22:22:47
49b58c0e-82b1-42f4-ab02-3fd3ddfa3897,79284e64-48ab-49d9-9513-dae60b27da13,linkedin,@gbender,1,43366018-9953-400e-8b9e-298477954de6,2025-11-11 06:24:30
a22405b4-95b2-46be-b5a7-047dacf155cf,dbf44d74-90e3-405a-aba0-d36d5efb1afc,twitter,@mkim,0,5bfe40e6-faa7-459c-821e-8228a2e2b09b,2026-04-26 04:07:17
3c3549dc-0a01-4344-b921-4a52987eed2d,c97541aa-bbae-47af-ab41-edbf474c799e,twitter,@prestonjessica,1,a952d8f0-79e0-4469-bf88-5ee0a4786680,2025-11-05 00:48:58
414d40bd-eb02-46a7-bd34-ac775dc19d55,be527e58-5060-4b1a-a17d-a8e767bca837,youtube,@anthony39,0,481f49fc-486b-4372-a4e9-a12733aa1e0e,2025-10-17 01:46:22
26cee369-23e7-484a-a40b-013f1b363fa9,57d21c6f-5ddb-4e55-9a54-89366d0183f4,twitter,@keyemily,0,e82c8fca-76ed-4743-859c-6717860c91b0,2025-10-04 04:56:38
fb12abc6-3017-48c3-8561-ac21d9afc56e,e93d1ca1-0862-4bd5-9c5e-c836334dfb50,linkedin,@barbara27,1,8eb00035-0f55-4733-9ec9-1f7823b76f2a,2025-11-24 06:07:42
3da8280b-e166-409f-82d1-3f32e23296eb,47887c49-3f2d-418a-9613-c7c880d13124,facebook,@lmoon,1,c801b268-6ea3-477d-90b1-9ae24cfae656,2026-05-12 05:36:25
df8f63f2-646f-4522-863a-0847738c9112,49276bea-9dcf-4271-99d9-39880d66d25a,facebook,@fwalters,1,eff8584a-a923-4e5a-9ed3-ce768fad6cb5,2025-11-08 22:47:15
d6672059-edae-476e-951a-5d1c29732c5c,3bcd8a6a-d798-472c-93fc-7208d5eb00e3,twitter,@harrisonricky,1,b5b325f8-8c91-46b1-9841-4636d3bca25a,2025-11-20 09:45:55
d56dce36-9157-4c8d-9b7a-2a0ece63b7f2,49276bea-9dcf-4271-99d9-39880d66d25a,linkedin,@elizabeth25,1,71e5f49e-1216-44ce-87b3-de88a0f345ad,2025-08-01 04:34:35
01ae0f6a-60a3-4937-a7e5-808591ad3618,be527e58-5060-4b1a-a17d-a8e767bca837,instagram,@ssteele,0,44ef230c-7c06-4d12-bbbe-b93fea968276,2026-01-28 09:58:00
7ef7621a-c092-44c9-927f-0df72367568f,e93d1ca1-0862-4bd5-9c5e-c836334dfb50,youtube,@jcervantes,1,5fd97ef6-9c2d-4422-91d9-0c0dbe3ac153,2025-10-25 10:33:55
6c8634af-df08-4e52-9712-964898ede8b7,75905a97-dbd8-4178-bb81-a4c9c38fd0fa,linkedin,@gibsonleonard,1,6ee89666-fd68-4961-862a-9112ce08516b,2026-02-13 02:56:17
c18ba444-7275-4fc2-843b-7a9b042522a4,c97541aa-bbae-47af-ab41-edbf474c799e,tiktok,@darrell68,1,759eec6e-30e5-41f6-9410-9b1e65bee0c3,2026-03-30 11:31:56
9a7ecd88-fef0-47a5-bec4-822d6cc7107c,e93d1ca1-0862-4bd5-9c5e-c836334dfb50,facebook,@sandovalamy,1,5af34c5b-6213-4221-a279-c81f9c7c35ba,2026-01-23 15:10:11
